0,1,2,3,4,5,6,7,8
Enterobacter spp. MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
E.coli R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
E.coli R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
E.coli R to fluoroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
E.coli MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Klebsiella spp. R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Klebsiella spp. R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Klebsiella spp. MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
CRE,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
P. aeruginosa (R+I) to carbapenems,SD,None Tested,(0),Not defined,Not defined,Not defined,SSI,2012
P. aeruginosa R to aminoglycosides,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
P. aeruginosa R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
P. aeruginosa R to fluroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
P. aeruginosa R to pip/tazobactam,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
P. aeruginosa MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Acinetobacter spp. (R+I) to carbapenems,SD,None Tested,(0),Not defined,Not defined,Not defined,SSI,2012
Acinetobacter spp. MDR,SD,None Tested,(0),Not defined,Not defined,Not defined,SSI,2012
MRSA,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
MRSA I to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
MRSA R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,SSI,2013
MRSA R to linezolid,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
MRSA R to fluoroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
CA-MRSA,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E. faecalis R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E. faecalis R* to daptomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E. faecium R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E. faecium R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,SSI,2013
CNS (R+I) to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
CNS R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Enterobacter spp. R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Enterobacter spp. R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Enterobacter spp. MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E.coli R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E.coli R to ES cephalosporins,SD,2,23,8.7,1.4,25.8,SSI,2013
E.coli R to fluoroquinolones,SD,5,23,21.7,8.4,41.7,SSI,2013
E.coli MDR,SD,2,23,8.7,1.4,25.8,SSI,2013
Klebsiella spp. R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Klebsiella spp. R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Klebsiella spp. MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
CRE,SD,0,22,0,0,12.7,SSI,2013
P. aeruginosa (R+I) to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
P. aeruginosa R to aminoglycosides,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
P. aeruginosa R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
P. aeruginosa R to fluroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
P. aeruginosa R to pip/tazobactam,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
P. aeruginosa MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Acinetobacter spp. (R+I) to carbapenems,SD,None Tested,(0),Not defined,Not defined,Not defined,SSI,2013
Acinetobacter spp. MDR,SD,None Tested,(0),Not defined,Not defined,Not defined,SSI,2013
MRSA,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
MRSA I to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
MRSA R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,SSI,2014
MRSA R to linezolid,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
MRSA R to fluoroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
CA-MRSA,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E. faecalis R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E. faecalis R* to daptomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E. faecium R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E. faecium R* to daptomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
CNS (R+I) to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
CNS R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Enterobacter spp. R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Enterobacter spp. R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Enterobacter spp. MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E.coli R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E.coli R to ES cephalosporins,SD,1,21,4.8,0.2,21.3,SSI,2014
E.coli R to fluoroquinolones,SD,3,21,14.3,3.7,34.1,SSI,2014
E.coli MDR,SD,0,21,0,0,13.2,SSI,2014
Klebsiella spp. R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Klebsiella spp. R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Klebsiella spp. MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
CRE,SD,0,21,0,0,13.2,SSI,2014
P. aeruginosa (R+I) to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
P. aeruginosa R to aminoglycosides,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
P. aeruginosa R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
P. aeruginosa R to fluroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
P. aeruginosa R to pip/tazobactam,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
P. aeruginosa MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Acinetobacter spp. (R+I) to carbapenems,SD,None Tested,(0),Not defined,Not defined,Not defined,SSI,2014
Acinetobacter spp. MDR,SD,None Tested,(0),Not defined,Not defined,Not defined,SSI,2014
MRSA,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
MRSA I to vancomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
MRSA R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
MRSA R to linezolid,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
MRSA R to fluoroquinolones,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
CA-MRSA,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E. faecalis R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E. faecalis R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
E. faecium R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E. faecium R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
CNS (R+I) to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
CNS R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Enterobacter spp. R to carbapenems,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
Enterobacter spp. R to ES cephalosporins,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
Enterobacter spp. MDR,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
E.coli R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E.coli R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E.coli R to fluoroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E.coli MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Klebsiella spp. R to carbapenems,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
Klebsiella spp. R to ES cephalosporins,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
Klebsiella spp. MDR,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
CRE,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa (R+I) to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa R to aminoglycosides,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa R to fluroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa R to pip/tazobactam,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Acinetobacter spp. (R+I) to carbapenems,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
Acinetobacter spp. MDR,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
MRSA,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
MRSA I to vancomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
MRSA R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
MRSA R to linezolid,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
MRSA R to fluoroquinolones,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
CA-MRSA,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
E. faecalis R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
E. faecalis R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
E. faecium R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
E. faecium R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
CNS (R+I) to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
CNS R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Enterobacter spp. R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Enterobacter spp. R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Enterobacter spp. MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
E.coli R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
E.coli R to ES cephalosporins,SD,3,21,14.3,3.7,34.1,CAUTI,2012
E.coli R to fluoroquinolones,SD,2,21,9.5,1.6,28,CAUTI,2012
E.coli MDR,SD,1,21,4.8,0.2,21.3,CAUTI,2012
Klebsiella spp. R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Klebsiella spp. R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Klebsiella spp. MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
CRE,SD,0,20,0,0,13.9,CAUTI,2012
P. aeruginosa (R+I) to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
P. aeruginosa R to aminoglycosides,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
P. aeruginosa R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
P. aeruginosa R to fluroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
P. aeruginosa R to pip/tazobactam,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
P. aeruginosa MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Acinetobacter spp. (R+I) to carbapenems,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
Acinetobacter spp. MDR,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
MRSA,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
MRSA I to vancomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
MRSA R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
MRSA R to linezolid,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
MRSA R to fluoroquinolones,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
CA-MRSA,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
E. faecalis R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
E. faecalis R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
E. faecium R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
E. faecium R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
CNS (R+I) to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
CNS R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
Enterobacter spp. R to carbapenems,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
Enterobacter spp. R to ES cephalosporins,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
Enterobacter spp. MDR,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
E.coli R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
E.coli R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
E.coli R to fluoroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
E.coli MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
Klebsiella spp. R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
Klebsiella spp. R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
Klebsiella spp. MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
CRE,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
P. aeruginosa (R+I) to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
P. aeruginosa R to aminoglycosides,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
P. aeruginosa R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
P. aeruginosa R to fluroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
P. aeruginosa R to pip/tazobactam,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
P. aeruginosa MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
Acinetobacter spp. (R+I) to carbapenems,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
Acinetobacter spp. MDR,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
MRSA,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA I to vancomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2014
MRSA R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2014
MRSA R to linezolid,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2014
MRSA R to fluoroquinolones,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2014
CA-MRSA,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2014
E. faecalis R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
E. faecalis R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2014
E. faecium R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
E. faecium R* to daptomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
CNS (R+I) to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
CNS R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Enterobacter spp. R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Enterobacter spp. R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Enterobacter spp. MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
E.coli R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
E.coli R to ES cephalosporins,SD,1,24,4.2,0.2,18.8,CAUTI,2014
E.coli R to fluoroquinolones,SD,6,25,24,10.3,43.3,CAUTI,2014
E.coli MDR,SD,0,24,0,0,11.7,CAUTI,2014
Klebsiella spp. R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Klebsiella spp. R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Klebsiella spp. MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
CRE,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
P. aeruginosa (R+I) to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
P. aeruginosa R to aminoglycosides,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
P. aeruginosa R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
P. aeruginosa R to fluroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
P. aeruginosa R to pip/tazobactam,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
P. aeruginosa MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Acinetobacter spp. (R+I) to carbapenems,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2014
Acinetobacter spp. MDR,SD,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2014
MRSA,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA I to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
MRSA R to linezolid,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R to fluoroquinolones,SD,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
CA-MRSA,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecalis R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecalis R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
E. faecium R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecium R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
CNS (R+I) to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CNS R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Enterobacter spp. R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Enterobacter spp. R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Enterobacter spp. MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to fluoroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. R to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CRE,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa (R+I) to carbapenems,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to aminoglycosides,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to ES cephalosporins,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to fluroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to pip/tazobactam,SD,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
P. aeruginosa MDR,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Acinetobacter spp. (R+I) to carbapenems,SD,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
Acinetobacter spp. MDR,SD,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
MRSA,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA I to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
MRSA R to linezolid,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R to fluoroquinolones,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CA-MRSA,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecalis R to vancomycin,SD,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecalis R* to daptomycin,SD,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
