0,1,2,3,4,5,6,7,8
CNS R to vancomycin,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Enterobacter spp. R to carbapenems,IN,1,34,2.9,0.1,13.6,CAUTI,2014
Enterobacter spp. R to ES cephalosporins,IN,14,39,35.9,22,51.7,CAUTI,2014
Enterobacter spp. MDR,IN,2,39,5.1,0.8,15.9,CAUTI,2014
E.coli R to carbapenems,IN,1,208,0.5,0,2.3,CAUTI,2014
E.coli R to ES cephalosporins,IN,21,221,9.5,6.1,13.9,CAUTI,2014
E.coli R to fluoroquinolones,IN,68,225,30.2,24.4,36.4,CAUTI,2014
E.coli MDR,IN,12,226,5.3,2.9,8.8,CAUTI,2014
Klebsiella spp. R to carbapenems,IN,9,90,10,4.9,17.5,CAUTI,2014
Klebsiella spp. R to ES cephalosporins,IN,14,97,14.4,8.4,22.5,CAUTI,2014
Klebsiella spp. MDR,IN,12,104,11.5,6.4,18.7,CAUTI,2014
CRE,IN,11,332,3.3,1.7,5.6,CAUTI,2014
P. aeruginosa (R+I) to carbapenems,IN,28,113,24.8,17.4,33.3,CAUTI,2014
P. aeruginosa R to aminoglycosides,IN,10,123,8.1,4.2,14,CAUTI,2014
P. aeruginosa R to ES cephalosporins,IN,11,122,9,4.8,15.1,CAUTI,2014
P. aeruginosa R to fluroquinolones,IN,22,121,18.2,12,25.8,CAUTI,2014
P. aeruginosa R to pip/tazobactam,IN,12,118,10.2,5.6,16.6,CAUTI,2014
P. aeruginosa MDR,IN,19,123,15.4,9.8,22.6,CAUTI,2014
Acinetobacter spp. (R+I) to carbapenems,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Acinetobacter spp. MDR,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA,IN,21,52,40.4,27.7,54,CLABSI,2011
MRSA I to vancomycin,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R* to daptomycin,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R to linezolid,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R to fluoroquinolones,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CA-MRSA,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecalis R to vancomycin,IN,5,52,9.6,3.6,20,CLABSI,2011
E. faecalis R* to daptomycin,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecium R to vancomycin,IN,38,46,82.6,69.6,91.5,CLABSI,2011
E. faecium R* to daptomycin,IN,0,26,0,0,10.8,CLABSI,2011
CNS (R+I) to vancomycin,IN,1,88,1.1,0,5.4,CLABSI,2011
CNS R to vancomycin,IN,1,88,1.1,0,5.4,CLABSI,2011
Enterobacter spp. R to carbapenems,IN,0,22,0,0,12.7,CLABSI,2011
Enterobacter spp. R to ES cephalosporins,IN,7,22,31.8,15.1,53,CLABSI,2011
Enterobacter spp. MDR,IN,0,22,0,0,12.7,CLABSI,2011
E.coli R to carbapenems,IN,0,21,0,0,13.2,CLABSI,2011
E.coli R to ES cephalosporins,IN,0,21,0,0,13.2,CLABSI,2011
E.coli R to fluoroquinolones,IN,5,21,23.8,9.2,45.1,CLABSI,2011
E.coli MDR,IN,1,21,4.8,0.2,21.3,CLABSI,2011
Klebsiella spp. R to carbapenems,IN,2,44,4.5,0.7,14.2,CLABSI,2011
Klebsiella spp. R to ES cephalosporins,IN,5,47,10.6,4,22,CLABSI,2011
Klebsiella spp. MDR,IN,5,46,10.9,4,22.4,CLABSI,2011
CRE,IN,2,87,2.3,0.3,7.3,CLABSI,2011
P. aeruginosa (R+I) to carbapenems,IN,6,20,30,13.1,52.2,CLABSI,2011
P. aeruginosa R to aminoglycosides,IN,2,20,10,1.7,29.2,CLABSI,2011
P. aeruginosa R to ES cephalosporins,IN,3,20,15,3.9,35.6,CLABSI,2011
P. aeruginosa R to fluroquinolones,IN,7,21,33.3,15.8,55,CLABSI,2011
P. aeruginosa R to pip/tazobactam,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa MDR,IN,4,21,19,6.3,39.7,CLABSI,2011
Acinetobacter spp. (R+I) to carbapenems,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Acinetobacter spp. MDR,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA,IN,26,66,39.4,28.1,51.5,CLABSI,2012
MRSA I to vancomycin,IN,0,24,0,0,11.7,CLABSI,2012
MRSA R* to daptomycin,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R to linezolid,IN,0,20,0,0,13.9,CLABSI,2012
MRSA R to fluoroquinolones,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CA-MRSA,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecalis R to vancomycin,IN,7,77,9.1,4,17.1,CLABSI,2012
E. faecalis R* to daptomycin,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecium R to vancomycin,IN,42,54,77.8,65.2,87.3,CLABSI,2012
E. faecium R* to daptomycin,IN,0,26,0,0,10.8,CLABSI,2012
CNS (R+I) to vancomycin,IN,0,85,0,0,3.4,CLABSI,2012
CNS R to vancomycin,IN,0,85,0,0,3.4,CLABSI,2012
Enterobacter spp. R to carbapenems,IN,1,33,3,0.1,14,CLABSI,2012
Enterobacter spp. R to ES cephalosporins,IN,9,33,27.3,14.1,44.1,CLABSI,2012
Enterobacter spp. MDR,IN,2,33,6.1,1,18.6,CLABSI,2012
E.coli R to carbapenems,IN,1,27,3.7,0.1,16.9,CLABSI,2012
E.coli R to ES cephalosporins,IN,7,27,25.9,12.1,44.6,CLABSI,2012
E.coli R to fluoroquinolones,IN,11,27,40.7,23.6,59.7,CLABSI,2012
E.coli MDR,IN,6,27,22.2,9.5,40.6,CLABSI,2012
Klebsiella spp. R to carbapenems,IN,6,49,12.2,5.1,23.7,CLABSI,2012
Klebsiella spp. R to ES cephalosporins,IN,9,50,18,9.1,30.4,CLABSI,2012
Klebsiella spp. MDR,IN,8,49,16.3,7.8,28.6,CLABSI,2012
CRE,IN,8,109,7.3,3.4,13.4,CLABSI,2012
P. aeruginosa (R+I) to carbapenems,IN,9,25,36,19.1,55.8,CLABSI,2012
P. aeruginosa R to aminoglycosides,IN,3,25,12,3.1,29.2,CLABSI,2012
P. aeruginosa R to ES cephalosporins,IN,3,25,12,3.1,29.2,CLABSI,2012
P. aeruginosa R to fluroquinolones,IN,4,25,16,5.2,34.2,CLABSI,2012
P. aeruginosa R to pip/tazobactam,IN,2,21,9.5,1.6,28,CLABSI,2012
P. aeruginosa MDR,IN,6,25,24,10.3,43.3,CLABSI,2012
Acinetobacter spp. (R+I) to carbapenems,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Acinetobacter spp. MDR,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA,IN,45,89,50.6,40.2,60.8,CLABSI,2013
MRSA I to vancomycin,IN,0,45,0,0,6.4,CLABSI,2013
MRSA R* to daptomycin,IN,0,22,0,0,12.7,CLABSI,2013
MRSA R to linezolid,IN,0,20,0,0,13.9,CLABSI,2013
MRSA R to fluoroquinolones,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
CA-MRSA,IN,6,25,24,10.3,43.3,CLABSI,2013
E. faecalis R to vancomycin,IN,3,60,5,1.2,13,CLABSI,2013
E. faecalis R* to daptomycin,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
E. faecium R to vancomycin,IN,45,55,81.8,69.9,90.3,CLABSI,2013
E. faecium R* to daptomycin,IN,3,30,10,2.6,24.8,CLABSI,2013
CNS (R+I) to vancomycin,IN,0,89,0,0,3.3,CLABSI,2013
CNS R to vancomycin,IN,0,89,0,0,3.3,CLABSI,2013
Enterobacter spp. R to carbapenems,IN,1,30,3.3,0.1,15.3,CLABSI,2013
Enterobacter spp. R to ES cephalosporins,IN,8,31,25.8,12.7,43.1,CLABSI,2013
Enterobacter spp. MDR,IN,3,30,10,2.6,24.8,CLABSI,2013
E.coli R to carbapenems,IN,0,41,0,0,7,CLABSI,2013
E.coli R to ES cephalosporins,IN,7,41,17.1,7.7,30.8,CLABSI,2013
E.coli R to fluoroquinolones,IN,14,38,36.8,22.7,52.8,CLABSI,2013
E.coli MDR,IN,4,42,9.5,3.1,21.3,CLABSI,2013
Klebsiella spp. R to carbapenems,IN,2,63,3.2,0.5,10,CLABSI,2013
Klebsiella spp. R to ES cephalosporins,IN,7,61,11.5,5.1,21.3,CLABSI,2013
Klebsiella spp. MDR,IN,3,65,4.6,1.1,12,CLABSI,2013
CRE,IN,3,134,2.2,0.5,5.9,CLABSI,2013
P. aeruginosa (R+I) to carbapenems,IN,6,22,27.3,11.8,48.3,CLABSI,2013
P. aeruginosa R to aminoglycosides,IN,4,26,15.4,5,33,CLABSI,2013
P. aeruginosa R to ES cephalosporins,IN,3,24,12.5,3.2,30.3,CLABSI,2013
P. aeruginosa R to fluroquinolones,IN,7,26,26.9,12.6,46.1,CLABSI,2013
P. aeruginosa R to pip/tazobactam,IN,3,21,14.3,3.7,34.1,CLABSI,2013
P. aeruginosa MDR,IN,4,25,16,5.2,34.2,CLABSI,2013
Acinetobacter spp. (R+I) to carbapenems,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
Acinetobacter spp. MDR,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
MRSA,IN,40,79,50.6,39.6,61.5,CLABSI,2014
MRSA I to vancomycin,IN,0,40,0,0,7.2,CLABSI,2014
MRSA R* to daptomycin,IN,0,29,0,0,9.8,CLABSI,2014
MRSA R to linezolid,IN,0,22,0,0,12.7,CLABSI,2014
MRSA R to fluoroquinolones,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
CA-MRSA,IN,8,27,29.6,14.8,48.6,CLABSI,2014
E. faecalis R to vancomycin,IN,4,50,8,2.5,18.1,CLABSI,2014
E. faecalis R* to daptomycin,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
E. faecium R to vancomycin,IN,52,63,82.5,71.6,90.4,CLABSI,2014
E. faecium R* to daptomycin,IN,1,30,3.3,0.1,15.3,CLABSI,2014
CNS (R+I) to vancomycin,IN,2,78,2.6,0.4,8.2,CLABSI,2014
CNS R to vancomycin,IN,1,78,1.3,0,6.1,CLABSI,2014
Enterobacter spp. R to carbapenems,IN,1,21,4.8,0.2,21.3,CLABSI,2014
Enterobacter spp. R to ES cephalosporins,IN,4,23,17.4,5.7,36.8,CLABSI,2014
Enterobacter spp. MDR,IN,1,23,4.3,0.2,19.6,CLABSI,2014
E.coli R to carbapenems,IN,0,44,0,0,6.5,CLABSI,2014
E.coli R to ES cephalosporins,IN,4,43,9.3,3,20.9,CLABSI,2014
E.coli R to fluoroquinolones,IN,14,42,33.3,20.3,48.5,CLABSI,2014
E.coli MDR,IN,1,45,2.2,0.1,10.4,CLABSI,2014
Klebsiella spp. R to carbapenems,IN,3,70,4.3,1.1,11.2,CLABSI,2014
Klebsiella spp. R to ES cephalosporins,IN,4,68,5.9,1.8,13.5,CLABSI,2014
Klebsiella spp. MDR,IN,4,73,5.5,1.7,12.6,CLABSI,2014
CRE,IN,4,135,3,0.9,6.9,CLABSI,2014
P. aeruginosa (R+I) to carbapenems,IN,8,31,25.8,12.7,43.1,CLABSI,2014
P. aeruginosa R to aminoglycosides,IN,4,31,12.9,4.2,28.2,CLABSI,2014
P. aeruginosa R to ES cephalosporins,IN,4,32,12.5,4.1,27.4,CLABSI,2014
P. aeruginosa R to fluroquinolones,IN,6,30,20,8.5,37,CLABSI,2014
P. aeruginosa R to pip/tazobactam,IN,5,30,16.7,6.3,33.1,CLABSI,2014
P. aeruginosa MDR,IN,7,32,21.9,10.1,38.5,CLABSI,2014
Acinetobacter spp. (R+I) to carbapenems,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
Acinetobacter spp. MDR,IN,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
MRSA,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
MRSA I to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
MRSA R* to daptomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
MRSA R to linezolid,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
MRSA R to fluoroquinolones,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
CA-MRSA,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E. faecalis R to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E. faecalis R* to daptomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E. faecium R to vancomycin,IA,None Tested,(0),Not defined,Not defined,Not defined,SSI,2011
E. faecium R* to daptomycin,IA,None Tested,(0),Not defined,Not defined,Not defined,SSI,2011
CNS (R+I) to vancomycin,IA,None Tested,(0),Not defined,Not defined,Not defined,SSI,2011
CNS R to vancomycin,IA,None Tested,(0),Not defined,Not defined,Not defined,SSI,2011
Enterobacter spp. R to carbapenems,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Enterobacter spp. R to ES cephalosporins,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Enterobacter spp. MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E.coli R to carbapenems,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E.coli R to ES cephalosporins,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E.coli R to fluoroquinolones,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E.coli MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Klebsiella spp. R to carbapenems,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Klebsiella spp. R to ES cephalosporins,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Klebsiella spp. MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
CRE,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
P. aeruginosa (R+I) to carbapenems,IA,None Tested,(0),Not defined,Not defined,Not defined,SSI,2011
P. aeruginosa R to aminoglycosides,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
P. aeruginosa R to ES cephalosporins,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
P. aeruginosa R to fluroquinolones,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
P. aeruginosa R to pip/tazobactam,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
P. aeruginosa MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Acinetobacter spp. (R+I) to carbapenems,IA,None Tested,(0),Not defined,Not defined,Not defined,SSI,2011
Acinetobacter spp. MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
MRSA,IA,11,31,35.5,20.2,53.2,SSI,2012
MRSA I to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
MRSA R* to daptomycin,IA,None Tested,(0),Not defined,Not defined,Not defined,SSI,2012
MRSA R to linezolid,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
MRSA R to fluoroquinolones,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
CA-MRSA,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
E. faecalis R to vancomycin,IA,0,23,0,0,12.2,SSI,2012
E. faecalis R* to daptomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
E. faecium R to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
E. faecium R* to daptomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
CNS (R+I) to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
CNS R to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Enterobacter spp. R to carbapenems,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Enterobacter spp. R to ES cephalosporins,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Enterobacter spp. MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
E.coli R to carbapenems,IA,1,29,3.4,0.1,15.8,SSI,2012
E.coli R to ES cephalosporins,IA,3,33,9.1,2.3,22.7,SSI,2012
E.coli R to fluoroquinolones,IA,5,35,14.3,5.4,28.8,SSI,2012
E.coli MDR,IA,3,34,8.8,2.2,22.1,SSI,2012
Klebsiella spp. R to carbapenems,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Klebsiella spp. R to ES cephalosporins,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Klebsiella spp. MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
CRE,IA,1,43,2.3,0.1,10.9,SSI,2012
P. aeruginosa (R+I) to carbapenems,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
P. aeruginosa R to aminoglycosides,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
P. aeruginosa R to ES cephalosporins,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
P. aeruginosa R to fluroquinolones,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
P. aeruginosa R to pip/tazobactam,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
P. aeruginosa MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Acinetobacter spp. (R+I) to carbapenems,IA,None Tested,(0),Not defined,Not defined,Not defined,SSI,2012
Acinetobacter spp. MDR,IA,None Tested,(0),Not defined,Not defined,Not defined,SSI,2012
MRSA,IA,18,35,51.4,35,67.5,SSI,2013
MRSA I to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
MRSA R* to daptomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
MRSA R to linezolid,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
MRSA R to fluoroquinolones,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
CA-MRSA,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E. faecalis R to vancomycin,IA,1,20,5,0.2,22.2,SSI,2013
E. faecalis R* to daptomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E. faecium R to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E. faecium R* to daptomycin,IA,None Tested,(0),Not defined,Not defined,Not defined,SSI,2013
CNS (R+I) to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
CNS R to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Enterobacter spp. R to carbapenems,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Enterobacter spp. R to ES cephalosporins,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Enterobacter spp. MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E.coli R to carbapenems,IA,0,34,0,0,8.4,SSI,2013
E.coli R to ES cephalosporins,IA,3,43,7,1.8,17.8,SSI,2013
E.coli R to fluoroquinolones,IA,12,50,24,13.7,37.2,SSI,2013
E.coli MDR,IA,1,49,2,0.1,9.6,SSI,2013
Klebsiella spp. R to carbapenems,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Klebsiella spp. R to ES cephalosporins,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Klebsiella spp. MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
CRE,IA,0,48,0,0,6,SSI,2013
P. aeruginosa (R+I) to carbapenems,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
P. aeruginosa R to aminoglycosides,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
P. aeruginosa R to ES cephalosporins,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
P. aeruginosa R to fluroquinolones,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
P. aeruginosa R to pip/tazobactam,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
P. aeruginosa MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Acinetobacter spp. (R+I) to carbapenems,IA,None Tested,(0),Not defined,Not defined,Not defined,SSI,2013
Acinetobacter spp. MDR,IA,None Tested,(0),Not defined,Not defined,Not defined,SSI,2013
MRSA,IA,14,40,35,21.4,50.6,SSI,2014
MRSA I to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
MRSA R* to daptomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
MRSA R to linezolid,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
MRSA R to fluoroquinolones,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
CA-MRSA,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E. faecalis R to vancomycin,IA,0,26,0,0,10.8,SSI,2014
E. faecalis R* to daptomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E. faecium R to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E. faecium R* to daptomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
CNS (R+I) to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
CNS R to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Enterobacter spp. R to carbapenems,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Enterobacter spp. R to ES cephalosporins,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Enterobacter spp. MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E.coli R to carbapenems,IA,1,42,2.4,0.1,11.1,SSI,2014
E.coli R to ES cephalosporins,IA,3,47,6.4,1.6,16.3,SSI,2014
E.coli R to fluoroquinolones,IA,22,51,43.1,30.1,56.9,SSI,2014
E.coli MDR,IA,5,51,9.8,3.6,20.3,SSI,2014
Klebsiella spp. R to carbapenems,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Klebsiella spp. R to ES cephalosporins,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Klebsiella spp. MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
CRE,IA,1,64,1.6,0,7.4,SSI,2014
P. aeruginosa (R+I) to carbapenems,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
P. aeruginosa R to aminoglycosides,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
P. aeruginosa R to ES cephalosporins,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
P. aeruginosa R to fluroquinolones,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
P. aeruginosa R to pip/tazobactam,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
P. aeruginosa MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Acinetobacter spp. (R+I) to carbapenems,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Acinetobacter spp. MDR,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
MRSA,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
MRSA I to vancomycin,IA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
MRSA R* to daptomycin,IA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
MRSA R to linezolid,IA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
MRSA R to fluoroquinolones,IA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
CA-MRSA,IA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
E. faecalis R to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E. faecalis R* to daptomycin,IA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
E. faecium R to vancomycin,IA,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E. faecium R* to daptomycin,IA,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
